STARTING NiCd/NiMH CHARGE
Vmax: 10.68, Imax: 0.04, #cells: 6
V;I;tHrs;tMin;tSec;PWM
 9.13;0.04;00:09:43;088
 9.13;0.04;00:09:44;089
 9.14;0.04;00:09:45;089
 9.13;0.04;00:09:46;089
 9.14;0.04;00:09:47;089
 9.14;0.04;00:09:48;088
 9.14;0.04;00:09:49;088
 9.14;0.03;00:09:50;089
 9.14;0.03;00:09:51;089
 9.14;0.03;00:09:52;091
 9.14;0.03;00:09:53;089
 9.14;0.04;00:09:54;089
 9.14;0.03;00:09:55;089
 9.14;0.03;00:09:56;090
 9.14;0.03;00:09:57;089
 9.14;0.03;00:09:58;090
 9.14;0.04;00:09:59;089
 9.14;0.04;00:10:00;089
 9.14;0.04;00:10:01;087
 9.14;0.04;00:10:02;089
 9.14;0.04;00:10:03;089
 9.14;0.04;00:10:04;089
 9.14;0.04;00:10:05;089
 9.14;0.04;00:10:06;089
 9.14;0.04;00:10:07;089
 9.14;0.04;00:10:08;088
 9.14;0.04;00:10:09;089
 9.14;0.04;00:10:10;089
 9.14;0.04;00:10:11;089
 9.14;0.04;00:10:12;089
 9.14;0.04;00:10:13;090
 9.14;0.04;00:10:14;090
 9.16;0.04;00:10:15;092
 9.16;0.04;00:10:16;093
 9.16;0.03;00:10:17;092
 9.16;0.03;00:10:18;091
 9.16;0.03;00:10:19;094
 9.16;0.04;00:10:20;093
 9.16;0.04;00:10:21;091
 9.16;0.04;00:10:22;090
 9.16;0.04;00:10:23;093
 9.16;0.04;00:10:24;091
 9.16;0.04;00:10:25;091
 9.16;0.04;00:10:26;092
 9.16;0.03;00:10:27;092
 9.16;0.04;00:10:28;091
 9.16;0.04;00:10:29;092
 9.16;0.04;00:10:30;093
 9.16;0.04;00:10:31;095
 9.16;0.04;00:10:32;091
 9.16;0.04;00:10:33;090
 9.16;0.04;00:10:34;090
 9.16;0.03;00:10:35;092
 9.16;0.03;00:10:36;092
 9.16;0.03;00:10:37;091
 9.16;0.03;00:10:38;090
 9.16;0.03;00:10:39;091
 9.16;0.03;00:10:40;092
 9.16;0.04;00:10:41;090
 9.16;0.04;00:10:42;090
 9.16;0.04;00:10:43;091
 9.16;0.04;00:10:44;090
 9.16;0.04;00:10:45;091
 9.16;0.04;00:10:46;091
 9.17;0.03;00:10:47;091
 9.17;0.04;00:10:48;092
 9.17;0.04;00:10:49;091
 9.17;0.04;00:10:50;090
 9.17;0.04;00:10:51;091
 9.17;0.03;00:10:52;092
 9.17;0.03;00:10:53;092
 9.17;0.04;00:10:54;091
 9.17;0.04;00:10:55;092
 9.17;0.04;00:10:56;091
 9.17;0.04;00:10:57;092
 9.17;0.04;00:10:58;091
 9.17;0.04;00:10:59;089
 9.17;0.04;00:11:00;091
 9.17;0.04;00:11:01;092
 9.17;0.04;00:11:02;093
 9.17;0.04;00:11:03;091
 9.17;0.04;00:11:04;091
 9.17;0.04;00:11:05;092
 9.17;0.04;00:11:06;092
